,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,bundle_density,payment_friction_flag,overpaying_flag,unbalanced_bundle,contract_leverage,price_fatigue_index
6231,Female,0,0,1,70,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Electronic check,66.0,4891.5,0,6,1,1,0,Contract Bound,0.9428571428571428
6232,Male,0,1,0,66,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Credit card (automatic),66.1,4428.45,0,6,0,1,0,Contract Bound,1.0015151515151515
6233,Male,0,0,0,49,1,Yes,DSL,No,No,No,Yes,Yes,No,Two year,1,Bank transfer (automatic),66.15,3199.0,0,5,0,1,0,Contract Bound,1.35
6234,Female,0,1,0,52,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),66.25,3330.1,0,7,0,1,0,Contract Bound,1.2740384615384615
6235,Male,0,1,1,72,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),66.5,4811.6,0,6,0,1,0,Contract Bound,0.9236111111111112
6236,Female,0,0,0,42,1,No,DSL,No,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),66.5,2762.75,0,5,0,1,0,Contract Bound,1.5833333333333333
6237,Female,0,1,1,72,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Credit card (automatic),66.75,4760.3,0,6,0,1,0,Contract Bound,0.9270833333333334
6238,Female,0,1,1,72,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),66.85,4758.8,0,6,0,1,0,Contract Bound,0.9284722222222221
6239,Female,0,1,0,66,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Bank transfer (automatic),66.9,4370.25,0,6,0,1,0,Contract Bound,1.0136363636363637
6240,Female,0,0,0,69,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,66.9,4577.9,0,6,0,1,0,Contract Bound,0.9695652173913044
6241,Male,0,0,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),67.2,4671.7,0,7,0,1,0,Contract Bound,0.9333333333333333
6242,Male,0,1,0,63,1,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,0,Mailed check,67.25,4234.15,0,6,0,1,0,Contract Bound,1.0674603174603174
6243,Female,0,0,0,49,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),67.4,3306.85,0,6,0,1,0,Contract Bound,1.3755102040816327
6244,Female,0,0,1,34,1,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),67.65,2339.3,0,6,0,1,0,Contract Bound,1.9897058823529414
6245,Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),67.8,4804.65,0,7,0,1,0,Contract Bound,0.9416666666666667
6246,Male,0,1,1,67,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Mailed check,67.85,4627.65,0,6,0,1,0,Contract Bound,1.012686567164179
6247,Male,0,1,0,70,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,0,Mailed check,67.95,4664.15,0,6,0,1,0,Contract Bound,0.9707142857142858
6248,Male,0,1,1,61,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),68.05,4158.25,0,6,0,1,0,Contract Bound,1.1155737704918032
6249,Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,68.15,4808.7,0,7,0,1,0,Contract Bound,0.9465277777777779
6250,Female,0,1,1,16,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,0,Bank transfer (automatic),68.25,1114.85,0,6,0,1,0,Contract Bound,4.265625
6251,Female,0,1,0,64,1,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,1,Mailed check,68.3,4378.8,0,6,0,1,0,Contract Bound,1.0671875
6252,Male,0,1,1,72,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,0,Bank transfer (automatic),68.4,4855.35,0,6,0,1,0,Contract Bound,0.9500000000000001
6253,Female,0,1,1,72,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,0,Credit card (automatic),68.75,4888.2,0,6,0,1,0,Contract Bound,0.9548611111111112
6254,Male,0,0,0,66,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),68.75,4447.55,0,7,0,1,0,Contract Bound,1.0416666666666667
6255,Male,0,1,1,70,1,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,0,Credit card (automatic),68.95,4858.7,0,6,0,1,0,Contract Bound,0.985
6256,Female,0,1,1,55,1,No,Fiber optic,No,No,No,No,No,No,Two year,1,Credit card (automatic),69.05,3842.6,0,2,0,1,0,Contract Bound,1.2554545454545454
6257,Male,1,0,0,30,1,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,1,Credit card (automatic),69.1,2093.9,0,6,0,1,0,Contract Bound,2.3033333333333332
6258,Male,0,1,1,35,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),69.15,2490.15,0,7,0,1,0,Contract Bound,1.975714285714286
6259,Female,0,1,1,70,1,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,1,Credit card (automatic),69.2,4872.35,0,6,0,1,0,Contract Bound,0.9885714285714287
6260,Male,0,1,0,67,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,1,Credit card (automatic),69.2,4671.65,0,6,0,1,0,Contract Bound,1.0328358208955224
6261,Male,0,1,1,64,1,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,0,Mailed check,69.25,4447.75,0,6,0,1,0,Contract Bound,1.08203125
6262,Male,0,0,0,62,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),69.4,4237.5,0,7,0,1,0,Contract Bound,1.1193548387096774
6263,Male,0,0,0,50,1,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),69.5,3418.2,0,6,0,1,0,Contract Bound,1.39
6264,Male,0,1,1,65,1,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,1,Mailed check,69.55,4459.15,0,6,0,1,0,Contract Bound,1.07
6265,Male,0,0,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),69.65,4908.25,0,7,0,1,0,Contract Bound,0.9673611111111112
6266,Male,0,1,1,53,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,1,Mailed check,69.7,3729.6,0,6,0,1,0,Contract Bound,1.3150943396226416
6267,Male,0,1,1,53,1,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,0,Bank transfer (automatic),69.7,3686.05,0,6,0,1,0,Contract Bound,1.3150943396226416
6268,Female,0,0,0,57,1,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,69.75,3894.4,0,6,0,1,0,Contract Bound,1.2236842105263157
6269,Female,1,0,0,57,1,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),69.85,4003.0,0,6,0,1,0,Contract Bound,1.225438596491228
6270,Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),69.85,5102.35,0,7,0,1,0,Contract Bound,0.9701388888888888
6271,Male,0,1,0,61,1,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,1,Mailed check,69.9,4226.7,0,6,0,1,0,Contract Bound,1.1459016393442625
6272,Female,0,1,1,67,1,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),69.9,4615.9,0,6,0,1,0,Contract Bound,1.0432835820895523
6273,Female,0,1,1,54,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),69.95,3871.85,0,6,0,1,0,Contract Bound,1.2953703703703705
6274,Male,0,0,0,58,1,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),70.1,4048.95,0,6,0,1,0,Contract Bound,1.2086206896551723
6275,Female,0,1,1,48,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,1,Credit card (automatic),70.1,3238.4,0,6,0,1,0,Contract Bound,1.4604166666666665
6276,Female,1,0,0,64,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,1,Credit card (automatic),70.2,4481.0,1,6,0,1,0,Contract Bound,1.096875
6277,Female,0,1,0,57,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,1,Credit card (automatic),70.35,4124.65,0,6,0,1,0,Contract Bound,1.2342105263157894
6278,Female,0,0,1,50,1,No,Fiber optic,No,No,No,No,No,No,Two year,0,Credit card (automatic),70.35,3533.6,0,2,0,1,1,Contract Bound,1.4069999999999998
6279,Female,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),70.45,5165.7,0,7,0,1,0,Contract Bound,0.9784722222222223
6280,Male,0,1,1,50,1,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,1,Credit card (automatic),70.5,3486.65,0,6,0,1,0,Contract Bound,1.41
6281,Female,0,1,1,72,1,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,1,Credit card (automatic),70.65,5011.15,0,6,0,1,0,Contract Bound,0.9812500000000001
6282,Male,0,1,1,68,1,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,0,Credit card (automatic),70.8,4859.95,0,6,0,1,0,Contract Bound,1.0411764705882351
6283,Male,0,1,1,71,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),70.85,4973.4,0,6,0,1,0,Contract Bound,0.9978873239436619
6284,Female,0,1,0,68,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),70.9,4911.35,0,7,0,1,0,Contract Bound,1.0426470588235295
6285,Male,0,1,0,67,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),70.9,4677.1,0,7,0,1,0,Contract Bound,1.0582089552238807
6286,Male,0,1,0,68,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,0,Bank transfer (automatic),70.95,4741.45,0,6,0,1,0,Contract Bound,1.0433823529411765
6287,Female,0,1,0,65,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,0,Bank transfer (automatic),71.0,4386.2,0,6,0,1,0,Contract Bound,1.0923076923076922
6288,Female,0,0,0,21,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,0,Credit card (automatic),71.05,1524.85,0,6,0,1,0,Contract Bound,3.3833333333333333
6289,Female,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,71.1,5224.95,0,7,0,1,0,Contract Bound,1.0014084507042254
6290,Female,0,0,0,3,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,0,Mailed check,71.1,213.35,0,6,0,1,0,Contract Bound,23.7
6291,Female,0,1,1,72,1,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),71.45,5025.85,0,6,0,1,0,Contract Bound,0.9923611111111111
6292,Male,0,1,1,58,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),71.6,4230.25,0,7,0,1,0,Contract Bound,1.2344827586206895
6293,Male,0,0,0,63,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),71.9,4479.2,0,7,0,1,0,Contract Bound,1.1412698412698414
6294,Female,0,1,0,62,1,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,1,Credit card (automatic),72.0,4284.2,0,6,0,1,0,Contract Bound,1.1612903225806452
6295,Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),72.1,5016.65,0,7,0,1,0,Contract Bound,1.0013888888888889
6296,Female,0,1,1,59,1,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),72.1,4194.85,0,6,0,1,0,Contract Bound,1.2220338983050847
6297,Female,1,1,1,56,1,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),72.6,4084.35,0,6,0,1,0,Contract Bound,1.2964285714285713
6298,Male,0,1,0,70,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),72.95,5265.55,0,7,0,1,0,Contract Bound,1.0421428571428573
6299,Male,0,1,1,68,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),72.95,4953.25,0,6,0,1,0,Contract Bound,1.0727941176470588
6300,Female,0,0,0,72,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),73.0,5265.2,0,7,0,1,0,Contract Bound,1.0138888888888888
6301,Female,1,0,0,56,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),73.25,4054.2,0,7,0,1,0,Contract Bound,1.3080357142857142
6302,Male,0,1,1,71,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),73.35,5154.5,0,6,0,1,0,Contract Bound,1.0330985915492956
6304,Male,1,1,0,72,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),73.45,5329.0,0,6,0,1,0,Contract Bound,1.020138888888889
6305,Male,0,1,0,71,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,0,Credit card (automatic),73.5,5357.75,0,7,0,1,0,Contract Bound,1.0352112676056338
6306,Female,0,1,0,26,1,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),73.5,1905.7,0,6,0,1,0,Contract Bound,2.826923076923077
6307,Female,0,0,0,45,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,0,Mailed check,73.55,3349.1,0,6,0,1,0,Contract Bound,1.6344444444444444
6308,Male,0,1,0,47,1,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,0,Electronic check,73.6,3522.65,0,6,1,1,0,Contract Bound,1.5659574468085105
6309,Female,0,1,1,32,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Mailed check,73.6,2316.85,0,7,0,1,0,Contract Bound,2.3
6310,Female,0,1,1,61,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),73.8,4616.05,0,6,0,1,0,Contract Bound,1.2098360655737705
6311,Male,0,1,1,45,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,0,Credit card (automatic),73.85,3371.0,0,7,0,1,0,Contract Bound,1.641111111111111
6312,Male,0,0,0,53,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),73.9,3958.25,0,7,0,1,0,Contract Bound,1.3943396226415095
6313,Female,0,1,1,67,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,0,Credit card (automatic),74.0,4868.4,0,7,0,1,0,Contract Bound,1.1044776119402986
6314,Female,0,0,0,47,1,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,0,Mailed check,74.05,3496.3,0,7,0,1,0,Contract Bound,1.5755319148936169
6315,Male,1,0,0,69,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),74.1,5031.0,0,7,0,1,0,Contract Bound,1.0739130434782609
6316,Male,0,0,0,65,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),74.2,4805.65,0,7,0,1,0,Contract Bound,1.1415384615384616
6317,Female,0,0,0,57,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Credit card (automatic),74.3,4166.35,0,7,0,1,0,Contract Bound,1.3035087719298246
6318,Male,0,0,0,57,1,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),74.35,4317.35,0,6,0,1,0,Contract Bound,1.3043859649122806
6319,Female,0,1,0,64,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Mailed check,74.35,4759.55,0,7,0,1,0,Contract Bound,1.16171875
6320,Female,0,1,1,72,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Electronic check,74.35,5237.4,0,7,1,1,0,Contract Bound,1.0326388888888889
6321,Male,1,1,0,72,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),74.4,5360.75,0,7,0,1,0,Contract Bound,1.0333333333333334
6322,Female,0,0,0,47,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Mailed check,74.45,3510.3,0,6,0,1,0,Contract Bound,1.5840425531914895
6323,Female,0,0,0,49,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),74.45,3721.9,0,6,0,1,0,Contract Bound,1.519387755102041
6324,Male,0,1,1,63,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),74.5,4674.55,0,7,0,1,0,Contract Bound,1.1825396825396826
6325,Male,0,1,0,54,1,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),74.55,4191.45,0,6,0,1,0,Contract Bound,1.3805555555555555
6326,Female,0,1,1,72,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,0,Mailed check,74.55,5430.65,0,7,0,1,0,Contract Bound,1.0354166666666667
6327,Male,0,0,0,66,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,1,Credit card (automatic),74.6,4798.4,0,7,0,1,0,Contract Bound,1.1303030303030301
6328,Male,0,1,1,65,1,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),74.8,4820.15,1,6,0,1,0,Contract Bound,1.1507692307692308
6329,Male,0,1,0,70,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),74.8,5315.8,0,7,0,1,0,Contract Bound,1.0685714285714285
6330,Male,1,1,0,30,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,0,Electronic check,74.85,2181.75,0,6,1,1,0,Contract Bound,2.4949999999999997
6331,Male,0,0,0,72,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),75.1,5336.35,0,7,0,1,0,Contract Bound,1.0430555555555554
6332,Male,1,1,1,50,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,1,Bank transfer (automatic),75.15,3822.45,0,7,0,1,0,Contract Bound,1.5030000000000001
6333,Male,1,1,0,45,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),75.15,3480.35,0,7,0,1,0,Contract Bound,1.6700000000000002
6334,Female,0,1,1,43,1,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),75.2,3254.35,0,6,0,1,0,Contract Bound,1.7488372093023257
6335,Male,0,1,0,51,1,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),75.2,3901.25,0,6,0,1,0,Contract Bound,1.4745098039215687
6336,Male,0,1,0,61,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),75.35,4729.3,0,7,0,1,0,Contract Bound,1.2352459016393442
6337,Female,0,1,1,70,1,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),75.35,5437.75,0,6,0,1,0,Contract Bound,1.0764285714285713
6338,Male,0,1,1,72,1,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),75.4,5480.25,0,6,0,1,0,Contract Bound,1.0472222222222223
6339,Female,0,1,1,67,1,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,1,Electronic check,75.5,5229.45,0,6,1,1,0,Contract Bound,1.126865671641791
6340,Female,1,0,0,70,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),75.5,5212.65,0,7,0,1,0,Contract Bound,1.0785714285714285
6341,Male,0,1,1,29,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Mailed check,75.55,2054.4,0,6,0,1,0,Contract Bound,2.6051724137931034
6342,Female,0,1,1,63,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),75.55,4707.85,0,7,0,1,0,Contract Bound,1.1992063492063492
6343,Female,1,1,0,70,1,Yes,Fiber optic,No,No,No,No,No,No,Two year,1,Credit card (automatic),75.65,5411.4,0,3,0,1,1,Contract Bound,1.0807142857142857
6344,Male,0,1,1,63,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Mailed check,75.7,4676.7,0,7,0,1,0,Contract Bound,1.2015873015873015
6345,Male,0,1,1,69,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),75.75,5388.15,0,7,0,1,0,Contract Bound,1.0978260869565217
6346,Female,0,1,1,58,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,0,Mailed check,75.8,4415.75,0,7,0,1,0,Contract Bound,1.306896551724138
6347,Male,0,1,1,56,1,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,1,Credit card (automatic),75.85,4261.2,0,7,0,1,0,Contract Bound,1.3544642857142857
6348,Female,0,1,1,59,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),75.95,4542.35,0,6,0,1,0,Contract Bound,1.2872881355932204
6349,Female,0,1,1,71,1,No,Fiber optic,No,No,Yes,No,No,No,Two year,0,Electronic check,76.05,5436.45,0,3,1,1,0,Contract Bound,1.0711267605633803
6350,Male,0,1,0,70,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),76.1,5264.25,0,7,0,1,0,Contract Bound,1.087142857142857
6351,Male,0,1,0,64,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),76.1,4818.8,0,7,0,1,0,Contract Bound,1.1890625
6352,Male,0,0,1,14,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),76.1,1054.8,0,7,0,1,0,Contract Bound,5.435714285714285
6353,Male,0,1,0,65,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),76.15,4929.55,0,7,0,1,0,Contract Bound,1.1715384615384616
6354,Male,0,1,1,8,1,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,1,Credit card (automatic),76.15,645.8,0,7,0,1,0,Contract Bound,9.51875
6355,Female,0,1,1,59,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,1,Mailed check,76.45,4519.5,0,7,0,1,0,Contract Bound,1.2957627118644068
6356,Female,0,1,1,72,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),76.8,5468.45,0,6,0,1,0,Contract Bound,1.0666666666666667
6357,Male,0,0,1,71,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Credit card (automatic),76.9,5522.7,0,7,0,1,0,Contract Bound,1.0830985915492959
6358,Male,0,1,0,70,1,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),76.95,5289.8,0,7,0,1,0,Contract Bound,1.0992857142857144
6359,Male,0,1,1,60,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),76.95,4543.95,0,6,0,1,0,Contract Bound,1.2825
6360,Female,0,1,1,23,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),77.15,1759.4,0,7,0,1,0,Contract Bound,3.354347826086957
6361,Male,0,1,0,70,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),77.3,5498.2,0,7,0,1,0,Contract Bound,1.1042857142857143
6362,Female,0,0,0,71,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),77.35,5550.1,0,7,0,1,0,Contract Bound,1.0894366197183099
6363,Male,1,1,0,72,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),77.35,5396.25,0,7,0,1,0,Contract Bound,1.0743055555555554
6364,Female,0,1,1,71,1,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),77.55,5574.35,0,6,0,1,0,Contract Bound,1.0922535211267606
6365,Male,0,0,0,55,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),77.8,4323.35,0,6,0,1,0,Contract Bound,1.4145454545454546
6366,Female,1,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),78.45,5682.25,0,8,0,1,0,Contract Bound,1.0895833333333333
6367,Female,0,0,0,42,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),78.45,3373.4,0,7,0,1,0,Contract Bound,1.8678571428571429
6368,Female,0,1,1,41,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Electronic check,78.45,3126.45,0,7,1,1,0,Contract Bound,1.9134146341463416
6369,Female,1,1,0,72,1,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),78.5,5602.25,0,4,0,1,0,Contract Bound,1.0902777777777777
6370,Female,0,1,1,24,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),78.6,1846.65,0,7,0,1,0,Contract Bound,3.275
6371,Female,0,1,0,43,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,78.8,3460.3,0,7,1,1,0,Contract Bound,1.8325581395348836
6372,Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),78.85,5763.15,0,8,0,1,0,Contract Bound,1.0951388888888889
6373,Male,0,0,0,48,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),78.9,3771.5,0,7,0,1,0,Contract Bound,1.64375
6374,Female,0,1,1,72,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,78.95,5730.15,0,7,1,1,0,Contract Bound,1.0965277777777778
6375,Female,0,1,1,72,1,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),79.05,5730.7,0,4,0,1,0,Contract Bound,1.0979166666666667
6376,Male,0,1,0,71,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),79.1,5564.85,0,7,0,1,0,Contract Bound,1.1140845070422534
6377,Male,0,1,1,43,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),79.15,3566.6,0,7,0,1,0,Contract Bound,1.8406976744186048
6378,Male,0,1,0,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,79.15,5536.5,0,8,0,1,0,Contract Bound,1.1307142857142858
6379,Female,0,0,0,31,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,79.2,2497.2,0,7,0,1,0,Contract Bound,2.5548387096774197
6380,Female,1,0,0,59,1,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,1,Credit card (automatic),79.2,4590.35,0,4,0,1,0,Contract Bound,1.3423728813559324
